CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,ComplainRecieved,CustomerStatus,warehousetohomerange,TenureRange,cashbackamountrange
50200,0,3,Phone,1,34,"Credit Card",Female,3,3,"Laptop & Accessory",2,Divorced,2,0,13,0,1,9,158,No,Stayed,"Far distance","6 Months","Moderate Cashback Amount"
50201,0,4,Computer,1,13,"Debit Card",Female,2,4,Fashion,3,Divorced,2,0,24,3,8,9,189,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50203,1,2,Phone,3,9,"Credit Card",Female,2,3,"Laptop & Accessory",3,Divorced,5,1,18,1,1,0,152,Yes,Churned,"Very close distance","6 Months","Moderate Cashback Amount"
50204,0,6,Computer,3,16,"E wallet",Male,2,4,"Laptop & Accessory",2,Single,4,0,14,1,1,1,147,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50206,0,16,Computer,1,16,"Debit Card",Female,2,4,"Laptop & Accessory",3,Married,2,0,11,0,1,0,153,No,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50207,0,0,Computer,3,6,"E wallet",Male,3,3,"Laptop & Accessory",4,Divorced,1,1,13,0,1,4,163,Yes,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50208,0,27,Computer,1,26,"Debit Card",Female,2,3,"Laptop & Accessory",3,Single,4,0,12,1,1,3,149,No,Stayed,"Moderate distance","more than 2 years","Moderate Cashback Amount"
50209,0,16,Phone,1,13,"Debit Card",Female,2,3,Fashion,5,Divorced,9,0,16,1,1,0,200,No,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50210,0,18,Phone,1,14,UPI,Male,3,3,"Laptop & Accessory",2,Divorced,10,0,14,7,9,8,137,No,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50211,0,13,Phone,3,6,"Credit Card",Male,2,5,"Laptop & Accessory",2,Divorced,3,1,22,1,1,2,175,Yes,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50212,1,8.06359,Phone,1,14,UPI,Male,3,5,"Mobile Phone",5,Divorced,2,1,11,1,1,7,121,Yes,Churned,"Close distance","1 Year","Moderate Cashback Amount"
50213,0,2,Phone,1,15,UPI,Male,1,4,"Mobile Phone",2,Single,1,0,17,2,2,2,140,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50214,0,3,Phone,3,11,"E wallet",Female,1,4,"Laptop & Accessory",3,Married,2,0,13,0,1,2,161,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50215,0,0,Phone,3,14,"E wallet",Female,2,3,"Laptop & Accessory",4,Divorced,2,0,18,0,1,7,162,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50216,0,10,Phone,1,11,"Credit Card",Male,3,3,"Laptop & Accessory",2,Married,8,0,16,0,1,4,163,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50218,0,4,Phone,1,13,"Credit Card",Female,2,3,Fashion,2,Single,2,1,14,2,4,10,171,Yes,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50219,0,2,Phone,3,16,"E wallet",Female,2,4,"Laptop & Accessory",4,Married,2,1,14,0,1,7,183,Yes,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50220,0,8,Phone,1,11,"Cash on Delivery",Male,3,3,Fashion,4,Single,1,0,13,0,1,13,181,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50221,0,0,Phone,1,32,"Debit Card",Male,2.9475,3,"Mobile Phone",2,Married,2,0,12,1,1,2,129,No,Stayed,"Far distance","6 Months","Moderate Cashback Amount"
50222,0,14,Phone,1,12,"Credit Card",Male,3,4,"Laptop & Accessory",4,Single,7,1,15,1,1,2,160,Yes,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50223,0,20,Computer,3,10,CC,Male,2.9475,3,"Laptop & Accessory",3,Single,4,0,19,0,1,0,130,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50225,0,2,Computer,3,8,"Debit Card",Male,3,3,"Laptop & Accessory",3,Divorced,2,0,14,1,1,2,146,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50226,0,15,Phone,2,8,"Cash on Delivery",Male,2.9475,3,"Mobile Phone",3,Married,1,1,11,1,1,0,127,Yes,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50229,0,10,Phone,1,12,"Credit Card",Male,2,2,"Laptop & Accessory",5,Married,5,1,13,2,6,7,160,Yes,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50230,0,3,Computer,3,31,"Cash on Delivery",Female,2,3,"Laptop & Accessory",3,Divorced,8,1,12,1,2,2,147,Yes,Stayed,"Far distance","6 Months","Moderate Cashback Amount"
50231,0,0,Phone,3,6,"Debit Card",Male,2,3,"Laptop & Accessory",3,Divorced,2,0,17,2,7,7,153,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50232,0,15,Phone,1,8,UPI,Male,3,4,"Laptop & Accessory",2,Single,4,0,23,0,1,0,168,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50233,1,8.06359,Computer,3,6,"Cash on Delivery",Female,2,4,"Mobile Phone",4,Single,2,1,11,1,1,2,122,Yes,Churned,"Very close distance","1 Year","Moderate Cashback Amount"
50234,0,9,Computer,3,6,"Credit Card",Female,2,3,"Laptop & Accessory",2,Single,5,0,15,1,1,0,167,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50235,0,9,Computer,3,9,"Credit Card",Male,2,4,Fashion,2,Divorced,5,0,11,0,1,12,197,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50236,0,30,Phone,1,6,"Credit Card",Male,2,3,"Laptop & Accessory",3,Divorced,3,0,11,1,1,2,168,No,Stayed,"Very close distance","more than 2 years","Moderate Cashback Amount"
50237,0,8.06359,Phone,1,16,"Debit Card",Female,2,2,"Mobile Phone",3,Divorced,4,1,13,0,1,7,122,Yes,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50239,1,0,Phone,3,11,"E wallet",Female,2.9475,3,"Mobile Phone",3,Single,2,1,13,1,1,0,129,Yes,Churned,"Close distance","6 Months","Moderate Cashback Amount"
50240,0,10,Phone,1,16,CC,Female,3,3,"Mobile Phone",5,Divorced,7,0,20,1,1,3,135,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50241,0,19,Computer,1,13,"Credit Card",Female,1,3,"Laptop & Accessory",3,Divorced,3,0,14,0,1,0,153,No,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50242,1,4,Computer,3,10,"E wallet",Male,2,3,"Laptop & Accessory",4,Single,2,0,18,7,7,7,194,No,Churned,"Very close distance","6 Months","Moderate Cashback Amount"
50243,0,23,Phone,1,16,"Cash on Delivery",Male,3,4,Fashion,2,Single,7,0,15,0,1,3,205,No,Stayed,"Close distance","2 Years","High Cashback Amount"
50244,1,3,Phone,3,28,"E wallet",Male,3,4,"Laptop & Accessory",3,Divorced,3,1,12,1,1,0,164,Yes,Churned,"Moderate distance","6 Months","Moderate Cashback Amount"
50246,1,0,Phone,3,18,"Debit Card",Female,2.9475,2,"Mobile Phone",4,Single,2,0,15,0,1,0,127,No,Churned,"Close distance","6 Months","Moderate Cashback Amount"
50247,0,8.06359,Phone,1,29,"Debit Card",Male,2,3,"Mobile Phone",2,Single,10,0,16,1,1,2,122,No,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50248,0,8,Phone,1,15,"Debit Card",Male,3,4,"Laptop & Accessory",4,Single,10,0,19,1,1,0,165,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50249,0,0,Phone,1,6,"Credit Card",Male,2,3,"Mobile Phone",4,Married,2,0,11,0,1,4,138,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50250,0,1,Phone,3,15,"Debit Card",Male,3,3,"Laptop & Accessory",2,Single,2,0,16,1,1,7,153,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50251,0,22,Phone,1,13,UPI,Male,2,4,Fashion,3,Single,9,0,24,1,1,0,145,No,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50252,0,24,Phone,3,20,"Debit Card",Female,2,3,"Laptop & Accessory",2,Divorced,5,0,11,0,1,7,149,No,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50254,1,0,Computer,3,25,"E wallet",Male,3,2,"Laptop & Accessory",2,Single,9,1,13,1,1,4,153,Yes,Churned,"Moderate distance","6 Months","Moderate Cashback Amount"
50256,0,0,Phone,3,16,"E wallet",Female,3,3,"Laptop & Accessory",3,Married,2,1,12,0,1,3,143,Yes,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50258,1,0,Computer,1,9,"Cash on Delivery",Male,2.9475,3,"Mobile Phone",5,Single,1,0,22,0,1,4,131,No,Churned,"Very close distance","6 Months","Moderate Cashback Amount"
50259,0,8.06359,Phone,1,17,CC,Female,2,3,"Mobile Phone",4,Divorced,2,0,13,1,1,2,122,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50260,0,9,Phone,3,8,"Credit Card",Male,3,4,Fashion,3,Divorced,2,0,13,9,9,0,176,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50261,1,8.06359,Computer,1,10,"Cash on Delivery",Male,2,3,"Mobile Phone",2,Single,19,1,23,1,1,0,123,Yes,Churned,"Very close distance","1 Year","Moderate Cashback Amount"
50262,0,10,Phone,1,20,"Debit Card",Female,2.9475,3,"Mobile Phone",5,Married,2,0,12,3,12,17,130,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50263,0,13,Phone,3,8,"E wallet",Female,2,3,"Laptop & Accessory",4,Married,8,0,12,0,1,3,157,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50265,0,10,Phone,1,16,"Debit Card",Male,2,3,"Laptop & Accessory",4,Single,3,1,12,0,1,1,142,Yes,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50267,0,13,Phone,1,8,CC,Female,3,4,"Laptop & Accessory",3,Divorced,7,0,22,1,1,0,134,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50269,0,7,Computer,3,10,"E wallet",Female,3,3,"Laptop & Accessory",3,Divorced,10,0,15,1,1,2,165,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50270,0,4,Phone,1,13,"Credit Card",Female,2,3,"Laptop & Accessory",5,Divorced,2,0,12,3,3,12,143,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50271,0,8.06359,Computer,1,27,CC,Male,3,3,"Mobile Phone",2,Divorced,8,0,20,0,1,2,123,No,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50272,0,16,Phone,1,14,UPI,Female,3,3,"Laptop & Accessory",3,Married,5,1,14,0,1,2,145,Yes,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50273,0,0,Phone,3,10,"Debit Card",Female,2,4,"Laptop & Accessory",2,Single,2,1,11,0,1,3,145,Yes,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50274,0,10,Computer,1,31,"Credit Card",Female,3,3,"Laptop & Accessory",3,Divorced,4,1,15,3,10,7,144,Yes,Stayed,"Far distance","1 Year","Moderate Cashback Amount"
50275,0,8.06359,Phone,1,6,"Debit Card",Male,3,4,"Mobile Phone",5,Divorced,2,0,12,0,3,2,122,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50276,0,12,Computer,1,6,"Debit Card",Male,2,3,Others,3,Married,2,1,14,0,1,6,292,Yes,Stayed,"Very close distance","1 Year","High Cashback Amount"
50278,0,3,Phone,3,18,"Cash on Delivery",Female,2,3,"Laptop & Accessory",3,Single,1,0,11,3,4,4,166,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50279,0,14,Phone,3,6,"E wallet",Male,2,2,Fashion,5,Divorced,2,0,16,1,1,7,184,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50280,0,1,Phone,1,23,"Credit Card",Male,3,3,"Laptop & Accessory",5,Married,2,0,12,0,1,8,146,No,Stayed,"Moderate distance","6 Months","Moderate Cashback Amount"
50281,1,0,Phone,1,9,"Credit Card",Male,3,3,"Mobile Phone",5,Divorced,6,0,13,1,1,2,140,No,Churned,"Very close distance","6 Months","Moderate Cashback Amount"
50282,0,25,Phone,1,9,"Credit Card",Male,2,4,Fashion,3,Divorced,3,1,14,0,1,4,180,Yes,Stayed,"Very close distance","more than 2 years","Moderate Cashback Amount"
50285,0,15,Computer,1,35,"Debit Card",Female,3,3,"Laptop & Accessory",3,Married,3,0,11,1,1,2,146,No,Stayed,"Far distance","2 Years","Moderate Cashback Amount"
50286,0,3,Phone,1,8,"Debit Card",Female,2,5,"Laptop & Accessory",2,Single,3,0,20,0,1,2,161,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50288,0,19,Phone,1,24,"Credit Card",Female,2,3,"Laptop & Accessory",3,Married,3,0,14,0,1,8,148,No,Stayed,"Moderate distance","2 Years","Moderate Cashback Amount"
50289,0,15,Computer,1,34,"Cash on Delivery",Female,2,4,"Laptop & Accessory",2,Divorced,1,0,11,0,1,4,145,No,Stayed,"Far distance","2 Years","Moderate Cashback Amount"
50290,1,0,Phone,3,6,"Cash on Delivery",Female,3,3,"Mobile Phone",4,Single,2,1,16,1,1,4,132,Yes,Churned,"Very close distance","6 Months","Moderate Cashback Amount"
50292,0,8.06359,Computer,1,8,"Debit Card",Male,2,3,"Mobile Phone",2,Divorced,2,1,23,1,1,0,117,Yes,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50294,0,0,Phone,1,29,"Debit Card",Female,2.9475,3,"Mobile Phone",2,Married,2,0,22,1,1,2,129,No,Stayed,"Moderate distance","6 Months","Moderate Cashback Amount"
50295,0,8.06359,Computer,1,9,"Debit Card",Male,2,3,"Mobile Phone",2,Divorced,5,0,15,0,1,4,121,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50299,0,3,Computer,3,28,UPI,Female,3,3,Fashion,5,Divorced,1,0,11,2,7,8,184,No,Stayed,"Moderate distance","6 Months","Moderate Cashback Amount"
50303,0,30,Computer,3,34,"E wallet",Female,3,4,Fashion,5,Divorced,5,0,19,13,13,11,203,No,Stayed,"Far distance","more than 2 years","High Cashback Amount"
50304,0,20,Phone,1,8,"Credit Card",Female,3,3,"Laptop & Accessory",2,Married,6,0,13,0,1,4,151,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50306,0,8,Phone,1,28,"Debit Card",Male,2,5,"Mobile Phone",3,Single,1,0,15,2,4,3,142,No,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50307,0,27,Phone,1,14,"Debit Card",Female,2,3,"Laptop & Accessory",3,Single,8,0,11,1,1,0,138,No,Stayed,"Close distance","more than 2 years","Moderate Cashback Amount"
50308,0,7,Phone,1,8,"Debit Card",Male,2.9475,4,"Mobile Phone",3,Married,4,0,12,5,5,7,128,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50309,0,19,Phone,3,16,"E wallet",Female,3,4,Fashion,2,Divorced,3,1,19,1,1,2,191,Yes,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50310,0,4,Phone,1,15,"Debit Card",Male,2,3,Fashion,4,Married,2,0,25,1,1,8,206,No,Stayed,"Close distance","6 Months","High Cashback Amount"
50312,1,0,Phone,1,16,CC,Male,2,5,"Mobile Phone",2,Married,8,0,13,0,1,3,134,No,Churned,"Close distance","6 Months","Moderate Cashback Amount"
50313,0,3,Phone,3,13,"E wallet",Male,2.9475,3,"Mobile Phone",4,Single,1,0,14,1,1,2,130,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50314,0,8,Phone,1,22,"Debit Card",Male,3,3,Fashion,3,Divorced,5,1,12,0,1,0,176,Yes,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50315,1,0,Computer,1,26,"Debit Card",Male,3,3,Fashion,3,Divorced,4,0,12,1,1,0,198,No,Churned,"Moderate distance","6 Months","Moderate Cashback Amount"
50316,1,0,Computer,2,29,UPI,Female,2,3,Fashion,5,Married,10,1,15,1,1,2,200,Yes,Churned,"Moderate distance","6 Months","Moderate Cashback Amount"
50317,0,8.06359,Computer,1,11,UPI,Male,3,3,"Mobile Phone",3,Divorced,5,0,17,2,2,0,121,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50318,0,9,Computer,3,16,"Credit Card",Male,2,3,Fashion,2,Single,2,0,14,1,9,7,200,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50319,1,0,Computer,1,10,"Cash on Delivery",Male,2,4,"Mobile Phone",3,Single,6,0,16,1,1,2,139,No,Churned,"Very close distance","6 Months","Moderate Cashback Amount"
50320,0,21,Phone,3,8,"E wallet",Female,2,3,"Laptop & Accessory",2,Divorced,3,0,14,4,6,7,141,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50322,0,14,Computer,3,16,"Debit Card",Male,2,3,"Laptop & Accessory",2,Single,8,0,14,0,1,10,162,No,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50323,0,8,Phone,3,6,"E wallet",Male,2,3,"Laptop & Accessory",3,Divorced,10,0,11,3,6,9,147,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50325,0,12,Computer,1,14,"Debit Card",Female,2,3,"Mobile Phone",3,Divorced,2,0,11,0,1,7,138,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50326,0,4,Phone,3,8,"Debit Card",Male,3,3,"Laptop & Accessory",2,Single,5,1,13,1,1,5,166,Yes,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50327,0,15,Phone,1,30,"Credit Card",Male,2,3,Fashion,5,Divorced,2,1,21,4,5,8,174,Yes,Stayed,"Moderate distance","2 Years","Moderate Cashback Amount"
50328,0,18,Phone,3,8,UPI,Male,3,3,"Laptop & Accessory",4,Divorced,1,0,19,3,3,7,148,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50329,1,0,Computer,2,23,"Debit Card",Female,2.9475,3,"Mobile Phone",3,Married,1,1,11,0,1,0,127,Yes,Churned,"Moderate distance","6 Months","Moderate Cashback Amount"
50330,0,2,Phone,1,25,"Cash on Delivery",Male,2,3,"Laptop & Accessory",2,Married,5,0,12,0,1,2,143,No,Stayed,"Moderate distance","6 Months","Moderate Cashback Amount"
50333,1,8.06359,Computer,3,11,"E wallet",Male,3,3,"Mobile Phone",4,Single,2,1,14,1,1,0,119,Yes,Churned,"Close distance","1 Year","Moderate Cashback Amount"
50335,0,14,Computer,1,8,UPI,Female,3,4,"Laptop & Accessory",3,Single,3,1,17,0,1,7,168,Yes,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50336,0,0,Phone,3,35,"Credit Card",Male,2,3,"Laptop & Accessory",3,Married,6,0,12,1,1,0,143,No,Stayed,"Far distance","6 Months","Moderate Cashback Amount"
50337,0,8,Phone,3,6,"Credit Card",Female,3,3,"Laptop & Accessory",3,Single,2,0,16,0,1,3,149,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50338,0,7,Phone,3,27,"Debit Card",Male,3,2,"Laptop & Accessory",2,Single,2,0,12,5,5,7,153,No,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50340,0,10,Phone,1,6,"Cash on Delivery",Female,2,3,Fashion,2,Single,5,0,17,1,1,2,175,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50341,0,19,Computer,1,24,"Credit Card",Female,2,3,Fashion,3,Divorced,6,0,11,1,1,2,205,No,Stayed,"Moderate distance","2 Years","High Cashback Amount"
50343,0,10,Computer,3,15,"Credit Card",Male,3,3,Fashion,4,Married,2,0,13,6,7,7,188,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50344,0,25,Phone,1,12,"Cash on Delivery",Male,3,3,"Laptop & Accessory",5,Married,4,1,12,2,6,9,156,Yes,Stayed,"Close distance","more than 2 years","Moderate Cashback Amount"
50345,1,0,Computer,3,17,UPI,Male,2,2,"Laptop & Accessory",3,Divorced,9,0,12,1,1,2,147,No,Churned,"Close distance","6 Months","Moderate Cashback Amount"
50347,0,11,Phone,1,16,"Credit Card",Female,3,3,"Laptop & Accessory",3,Divorced,4,0,19,1,1,0,198,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50348,0,10,Phone,1,6,"Debit Card",Female,3,3,"Laptop & Accessory",4,Divorced,7,0,12,3,4,3,164,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50350,0,0,Phone,1,29,CC,Male,2.9475,2,"Mobile Phone",2,Divorced,2,1,11,0,1,4,127,Yes,Stayed,"Moderate distance","6 Months","Moderate Cashback Amount"
50351,0,0,Phone,3,34,"E wallet",Male,3,3,"Laptop & Accessory",4,Divorced,2,0,20,1,1,4,163,No,Stayed,"Far distance","6 Months","Moderate Cashback Amount"
50352,0,8.06359,Phone,1,23,UPI,Male,3,4,"Mobile Phone",4,Divorced,2,0,21,1,1,0,121,No,Stayed,"Moderate distance","1 Year","Moderate Cashback Amount"
50354,0,8.06359,Phone,3,19,CC,Male,2,3,"Mobile Phone",3,Divorced,2,0,11,1,1,6,121,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50355,1,0,Computer,1,13,"Debit Card",Female,2.9475,3,"Mobile Phone",3,Divorced,2,1,16,0,1,2,129,Yes,Churned,"Close distance","6 Months","Moderate Cashback Amount"
50356,1,8.06359,Computer,3,18,"Debit Card",Male,3,4,"Mobile Phone",5,Divorced,2,0,18,1,1,0,120,No,Churned,"Close distance","1 Year","Moderate Cashback Amount"
50357,0,7,Phone,1,6,"Debit Card",Male,2,4,"Mobile Phone",2,Divorced,2,1,13,0,1,3,136,Yes,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50358,1,0,Phone,3,19,"Credit Card",Male,2,3,"Laptop & Accessory",5,Married,3,0,17,0,1,2,142,No,Churned,"Close distance","6 Months","Moderate Cashback Amount"
50359,0,8,Phone,1,31,UPI,Male,2,4,"Laptop & Accessory",2,Single,5,0,14,0,1,2,137,No,Stayed,"Far distance","1 Year","Moderate Cashback Amount"
50360,0,4,Phone,3,12,"Credit Card",Male,3,2,"Laptop & Accessory",2,Married,5,0,22,3,5,7,155,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50361,0,8.06359,Phone,1,12,CC,Female,3,4,"Mobile Phone",3,Married,1,0,12,1,1,3,122,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50362,0,10,Phone,3,8,"E wallet",Male,3,3,"Laptop & Accessory",3,Divorced,5,1,11,0,1,0,196,Yes,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50363,0,0,Phone,1,6,"Debit Card",Female,2.9475,4,"Mobile Phone",4,Single,2,0,13,1,1,0,128,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50364,0,15,Phone,1,8,"Debit Card",Female,2,3,"Laptop & Accessory",2,Divorced,2,0,13,2,2,2,141,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50367,0,16,Computer,1,15,"Credit Card",Male,3,3,"Laptop & Accessory",3,Married,4,1,13,2,4,7,157,Yes,Stayed,"Close distance","2 Years","Moderate Cashback Amount"
50369,0,17,Phone,2,6,"Debit Card",Female,2,4,"Laptop & Accessory",3,Single,5,0,11,1,1,2,160,No,Stayed,"Very close distance","2 Years","Moderate Cashback Amount"
50371,1,0,Phone,3,8,"E wallet",Male,2.9475,3,"Mobile Phone",5,Married,1,0,11,0,1,2,130,No,Churned,"Very close distance","6 Months","Moderate Cashback Amount"
50372,0,0,Phone,3,28,"Cash on Delivery",Male,2,3,"Mobile Phone",3,Single,2,0,11,1,1,2,134,No,Stayed,"Moderate distance","6 Months","Moderate Cashback Amount"
50374,0,0,Phone,1,12,CC,Male,2.9475,3,"Mobile Phone",3,Divorced,1,0,20,2,2,2,128,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50375,0,6,Phone,3,14,"E wallet",Male,2,3,"Laptop & Accessory",3,Married,1,0,12,1,1,2,171,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50376,0,5,Phone,1,15,"Debit Card",Female,3,3,"Laptop & Accessory",2,Divorced,2,1,12,1,1,5,163,Yes,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50377,0,8.06359,Computer,1,9,CC,Female,3,3,"Mobile Phone",3,Married,2,0,20,1,1,0,121,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50378,0,26,Phone,3,6,"Credit Card",Female,2,3,"Laptop & Accessory",5,Single,8,0,20,6,8,10,184,No,Stayed,"Very close distance","more than 2 years","Moderate Cashback Amount"
50379,0,7,Phone,1,6,"Debit Card",Male,2.9475,3,"Mobile Phone",2,Divorced,2,0,12,6,8,8,127,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50380,1,8,Computer,3,32,"Debit Card",Female,3,3,"Laptop & Accessory",5,Divorced,3,0,14,0,1,0,143,No,Churned,"Far distance","1 Year","Moderate Cashback Amount"
50381,0,0,Phone,1,12,"Debit Card",Female,3,3,"Mobile Phone",2,Divorced,2,1,13,0,1,2,127,Yes,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50382,0,10,Phone,1,9,UPI,Male,2,3,Fashion,3,Divorced,2,0,15,6,7,8,194,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50383,0,2,Phone,3,9,"Credit Card",Female,3,3,"Laptop & Accessory",3,Divorced,2,0,14,0,1,2,156,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50384,0,8,Phone,1,12,"Debit Card",Male,2,5,"Laptop & Accessory",2,Single,2,0,13,11,11,8,166,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50385,0,6,Computer,1,12,"Debit Card",Male,1,3,"Laptop & Accessory",2,Married,4,0,23,4,4,7,177,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50386,0,27,Phone,2,25,"Credit Card",Male,2,3,Fashion,4,Divorced,3,0,15,3,7,1,207,No,Stayed,"Moderate distance","more than 2 years","High Cashback Amount"
50387,0,9,Phone,1,15,"Credit Card",Male,2,4,"Laptop & Accessory",4,Married,3,1,11,1,1,2,188,Yes,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
50388,0,8.06359,Phone,1,9,CC,Male,2,4,"Mobile Phone",2,Single,1,0,13,0,1,1,120,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50389,1,0,Phone,1,16,"Credit Card",Male,2,3,"Mobile Phone",3,Single,2,1,11,0,1,1,110,Yes,Churned,"Close distance","6 Months","Moderate Cashback Amount"
50390,1,0,Computer,1,9,"Debit Card",Male,3,3,"Mobile Phone",5,Single,2,1,11,9,9,7,133,Yes,Churned,"Very close distance","6 Months","Moderate Cashback Amount"
50391,0,8.06359,Computer,1,9,"Debit Card",Male,2,4,"Mobile Phone",3,Divorced,2,0,18,1,1,0,113,No,Stayed,"Very close distance","1 Year","Moderate Cashback Amount"
50392,0,0,Phone,1,10,CC,Male,2.9475,2,"Mobile Phone",5,Divorced,3,0,16,0,1,2,128,No,Stayed,"Very close distance","6 Months","Moderate Cashback Amount"
50393,0,0,Phone,3,14,"Debit Card",Male,2,2,"Laptop & Accessory",4,Divorced,1,0,22,0,1,2,149,No,Stayed,"Close distance","6 Months","Moderate Cashback Amount"
50394,0,11,Phone,3,13,"E wallet",Female,2,4,"Laptop & Accessory",2,Single,1,0,20,1,1,5,140,No,Stayed,"Close distance","1 Year","Moderate Cashback Amount"
